# proved 1	predict(test00581,X1)  #v:[?].	269 msec
2	0.28708628917519463	predict(test00233,money-fx).
3	0.27614494046730875	predict(test00233,trade).
4	0.12118360348871127	predict(test00233,interest).
# proved 1420	predict(test00276,X1)  #v:[?].	7 msec
1	0.37718151187523435	predict(test00276,acq).
2	0.3484138048336917	predict(test00276,ship).
3	0.2744046832910738	predict(test00276,earn).
# proved 1421	predict(test00107,X1)  #v:[?].	3 msec
1	0.16729596518228546	predict(test00107,earn).
2	0.1660716713748646	predict(test00107,ship).
3	0.1528692412949059	predict(test00107,acq).
4	0.11543696402411356	predict(test00107,grain).
5	0.11044156878496504	predict(test00107,trade).
6	0.10535206321025481	predict(test00107,money-fx).
7	0.10527879972878723	predict(test00107,crude).
8	0.07725372639982346	predict(test00107,interest).
# proved 1422	predict(test01533,X1)  #v:[?].	5 msec
1	0.1906075408602609	predict(test01533,ship).
2	0.16770635889577132	predict(test01533,money-fx).
3	0.15513891152322937	predict(test01533,interest).
4	0.15024787640689508	predict(test01533,trade).
5	0.14299871475030307	predict(test01533,acq).
6	0.09841130956137188	predict(test01533,crude).
7	0.09488928800216832	predict(test01533,grain).
# proved 1423	predict(test02076,X1)  #v:[?].	3 msec
1	0.764941121398108	predict(test02076,earn).
2	0.23505887860189198	predict(test02076,trade).
# proved 1424	predict(test01013,X1)  #v:[?].	5 msec
1	0.2618649967766426	predict(test01013,ship).
2	0.252896553204629	predict(test01013,acq).
3	0.22085372211526186	predict(test01013,crude).
4	0.1358131723585426	predict(test01013,grain).
5	0.12857155554492394	predict(test01013,interest).
# proved 1425	predict(test01000,X1)  #v:[?].	10 msec
1	0.16477753507677423	predict(test01000,ship).
2	0.16106867918639406	predict(test01000,acq).
3	0.13630415619358308	predict(test01000,earn).
4	0.1254317171256345	predict(test01000,money-fx).
5	0.12330229984495632	predict(test01000,crude).
6	0.1199422607646113	predict(test01000,trade).
7	0.10873813236631491	predict(test01000,grain).
8	0.060435219441731566	predict(test01000,interest).
# proved 1426	predict(test00047,X1)  #v:[?].	14 msec
1	0.2265142368346461	predict(test00047,ship).
2	0.21114402446588815	predict(test00047,acq).
3	0.1565833512294064	predict(test00047,money-fx).
4	0.15382282192830024	predict(test00047,trade).
5	0.13048954628878273	predict(test00047,interest).
6	0.12144601925297642	predict(test00047,grain).
# proved 1427	predict(test01713,X1)  #v:[?].	2 msec
1	1.0	predict(test01713,earn).
# proved 1428	predict(test02120,X1)  #v:[?].	2 msec
1	0.46661146461543246	predict(test02120,earn).
2	0.25053111302411163	predict(test02120,acq).
3	0.22064857732055135	predict(test02120,ship).
4	0.038820825727407436	predict(test02120,trade).
5	0.023388019312497076	predict(test02120,crude).
# proved 1429	predict(test01114,X1)  #v:[?].	4 msec
1	0.3643097408391025	predict(test01114,ship).
2	0.2691341652907323	predict(test01114,earn).
3	0.255172362594208	predict(test01114,trade).
4	0.11138373127595723	predict(test01114,grain).
# proved 1430	predict(test01558,X1)  #v:[?].	4 msec
1	0.5096502709066679	predict(test01558,earn).
2	0.46895838597256173	predict(test01558,ship).
3	0.02139134312077034	predict(test01558,acq).
# proved 1431	predict(test01315,X1)  #v:[?].	4 msec
1	0.3098343996302762	predict(test01315,ship).
2	0.30452918159462694	predict(test01315,acq).
3	0.2545792778875539	predict(test01315,earn).
4	0.12352195007079621	predict(test01315,crude).
5	0.007535190816746726	predict(test01315,trade).
# proved 1432	predict(test00730,X1)  #v:[?].	4 msec
1	0.19375925665364005	predict(test00730,acq).
2	0.1857140368265661	predict(test00730,ship).
3	0.13216024303190518	predict(test00730,earn).
4	0.11402634811905653	predict(test00730,trade).
5	0.1083472534586574	predict(test00730,crude).
6	0.10106205800225931	predict(test00730,grain).
7	0.09651352300209888	predict(test00730,money-fx).
8	0.06841728090581645	predict(test00730,interest).
# proved 1433	predict(test00951,X1)  #v:[?].	6 msec
1	0.19431230466930413	predict(test00951,ship).
2	0.17846236536452484	predict(test00951,acq).
3	0.16348813606414292	predict(test00951,earn).
4	0.12946333048818273	predict(test00951,crude).
5	0.1153883062182965	predict(test00951,trade).
6	0.11197137794714315	predict(test00951,grain).
7	0.10691417924840564	predict(test00951,money-fx).
# proved 1434	predict(test01925,X1)  #v:[?].	3 msec
1	0.42020871910132795	predict(test01925,earn).
2	0.3308859651058443	predict(test01925,ship).
3	0.24890531579282774	predict(test01925,acq).
# proved 1435	predict(test01372,X1)  #v:[?].	15 msec
1	0.14273368062998987	predict(test01372,ship).
2	0.13257601469968003	predict(test01372,money-fx).
3	0.1315226178329793	predict(test01372,interest).
4	0.1274316748123274	predict(test01372,crude).
5	0.12736070620958972	predict(test01372,trade).
6	0.11982290673247797	predict(test01372,grain).
7	0.11922187863238065	predict(test01372,acq).
8	0.09933052045057499	predict(test01372,earn).
# proved 1436	predict(test01209,X1)  #v:[?].	3 msec
1	0.2149821131877624	predict(test01209,earn).
2	0.1502514369208953	predict(test01209,ship).
3	0.1276696070035296	predict(test01209,acq).
4	0.11686714596148864	predict(test01209,trade).
5	0.11415326686763203	predict(test01209,money-fx).
6	0.09426958625286606	predict(test01209,grain).
7	0.09113428009887355	predict(test01209,interest).
8	0.09067256370695258	predict(test01209,crude).
# proved 1437	predict(test01157,X1)  #v:[?].	3 msec
1	0.5159180576012267	predict(test01157,earn).
2	0.4840819423987732	predict(test01157,ship).
# proved 1438	predict(test00307,X1)  #v:[?].	2 msec
1	1.0	predict(test00307,earn).
# proved 1439	predict(test01954,X1)  #v:[?].	2 msec
1	0.9394982902659542	predict(test01954,acq).
2	0.060501709734045776	predict(test01954,crude).
# proved 1440	predict(test01706,X1)  #v:[?].	2 msec
1	0.6364069794962419	predict(test01706,earn).
2	0.18918541503676026	predict(test01706,trade).
3	0.1744076054669979	predict(test01706,crude).
# proved 1441	predict(test01874,X1)  #v:[?].	8 msec
1	0.1999990622839468	predict(test01874,ship).
2	0.18310877283181043	predict(test01874,money-fx).
3	0.1665323920238334	predict(test01874,interest).
4	0.133478357277989	predict(test01874,crude).
5	0.13110764528979357	predict(test01874,trade).
6	0.12621156900967598	predict(test01874,acq).
7	0.05956220128295091	predict(test01874,grain).
# proved 1442	predict(test01043,X1)  #v:[?].	1 msec
1	0.8404347213177259	predict(test01043,earn).
2	0.15956527868227413	predict(test01043,acq).
# proved 1443	predict(test01223,X1)  #v:[?].	8 msec
1	0.25032184140020725	predict(test01223,ship).
2	0.1918973066800093	predict(test01223,trade).
3	0.1837463996906986	predict(test01223,acq).
4	0.13090528513294913	predict(test01223,earn).
5	0.13039744601916647	predict(test01223,money-fx).
6	0.11273172107696912	predict(test01223,crude).
# proved 1444	predict(test01511,X1)  #v:[?].	8 msec
1	0.14445628527006743	predict(test01511,ship).
2	0.14035973473016194	predict(test01511,acq).
3	0.12577010438910743	predict(test01511,money-fx).
4	0.1217050431634142	predict(test01511,interest).
5	0.11972775678617475	predict(test01511,trade).
6	0.11780798873432524	predict(test01511,crude).
7	0.11768818023630737	predict(test01511,grain).
8	0.11248490669044164	predict(test01511,earn).
# proved 1445	predict(test00869,X1)  #v:[?].	2 msec
1	0.1942595760827349	predict(test00869,acq).
2	0.1713635190240036	predict(test00869,ship).
3	0.1592337026505777	predict(test00869,earn).
4	0.11509386265345481	predict(test00869,trade).
5	0.1089303131441689	predict(test00869,crude).
6	0.1063886381928427	predict(test00869,money-fx).
7	0.08623992365302148	predict(test00869,grain).
8	0.0584904645991959	predict(test00869,interest).
# proved 1446	predict(test01623,X1)  #v:[?].	2 msec
1	0.5718814282592927	predict(test01623,acq).
2	0.34248641922681955	predict(test01623,interest).
3	0.08563215251388771	predict(test01623,grain).
# proved 1447	predict(test01219,X1)  #v:[?].	4 msec
1	0.36852343471726184	predict(test01219,ship).
2	0.363161139073629	predict(test01219,acq).
3	0.14831426605540396	predict(test01219,earn).
4	0.1200011601537052	predict(test01219,interest).
# proved 1448	predict(test00217,X1)  #v:[?].	6 msec
1	0.198766000242593	predict(test00217,ship).
2	0.18545270748438342	predict(test00217,earn).
3	0.1615384711917121	predict(test00217,acq).
4	0.14431950903363527	predict(test00217,crude).
5	0.11709034687444946	predict(test00217,trade).
6	0.0747037923294241	predict(test00217,interest).
7	0.06847110416247469	predict(test00217,grain).
8	0.049658068681327855	predict(test00217,money-fx).
# proved 1449	predict(test01457,X1)  #v:[?].	5 msec
1	0.13798254978111768	predict(test01457,ship).
2	0.1363467703525571	predict(test01457,acq).
3	0.12774677596370768	predict(test01457,trade).
4	0.1240059017081694	predict(test01457,money-fx).
5	0.1236090321865696	predict(test01457,grain).
6	0.11927348438153237	predict(test01457,earn).
7	0.11600059819279059	predict(test01457,crude).
8	0.11503488743355561	predict(test01457,interest).
# proved 1450	predict(test00821,X1)  #v:[?].	3 msec
1	0.6154191907565596	predict(test00821,earn).
2	0.1749207214276616	predict(test00821,trade).
3	0.13136219298509536	predict(test00821,crude).
4	0.07829789483068345	predict(test00821,money-fx).
# proved 1451	predict(test01027,X1)  #v:[?].	15 msec
1	0.13337178498089977	predict(test01027,ship).
2	0.13032537131802513	predict(test01027,acq).
3	0.12380534467574307	predict(test01027,grain).
4	0.12330738455577436	predict(test01027,money-fx).
5	0.12329332109859752	predict(test01027,trade).
6	0.12263917141855582	predict(test01027,earn).
7	0.12222964671043107	predict(test01027,crude).
8	0.12102797524197308	predict(test01027,interest).
# proved 1452	predict(test00677,X1)  #v:[?].	2 msec
1	0.8810861567443113	predict(test00677,earn).
2	0.11427500665896985	predict(test00677,money-fx).
3	0.004638836596718826	predict(test00677,interest).
# proved 1453	predict(test01246,X1)  #v:[?].	5 msec
1	0.5380397041392423	predict(test01246,earn).
2	0.46196029586075765	predict(test01246,ship).
# proved 1454	predict(test00468,X1)  #v:[?].	5 msec
1	0.15537742391909357	predict(test00468,earn).
2	0.15229653592317455	predict(test00468,ship).
3	0.12272063007582788	predict(test00468,acq).
4	0.1216148167865722	predict(test00468,grain).
5	0.12138328370282296	predict(test00468,trade).
6	0.11208636569675343	predict(test00468,money-fx).
7	0.10960588105692384	predict(test00468,crude).
8	0.10491506283883158	predict(test00468,interest).
# proved 1455	predict(test01710,X1)  #v:[?].	3 msec
1	0.6549745854156053	predict(test01710,earn).
2	0.31397634252847983	predict(test01710,acq).
3	0.031049072055914926	predict(test01710,trade).
# proved 1456	predict(test01966,X1)  #v:[?].	2 msec
1	1.0	predict(test01966,earn).
# proved 1457	predict(test01137,X1)  #v:[?].	2 msec
1	0.12769644360076213	predict(test01137,acq).
2	0.12544751221012418	predict(test01137,earn).
3	0.12520967243020983	predict(test01137,money-fx).
4	0.12506177188761666	predict(test01137,interest).
5	0.12462821713107212	predict(test01137,trade).
6	0.12453196728518157	predict(test01137,grain).
7	0.1242528397338765	predict(test01137,ship).
8	0.12317157572115706	predict(test01137,crude).
# proved 1458	predict(test00152,X1)  #v:[?].	9 msec
1	0.4430122616792803	predict(test00152,ship).
2	0.4080430128649643	predict(test00152,earn).
3	0.14894472545575538	predict(test00152,acq).
# proved 1459	predict(test01055,X1)  #v:[?].	7 msec
1	0.19528949037413443	predict(test01055,ship).
2	0.17927636586439907	predict(test01055,crude).
3	0.1737276101380954	predict(test01055,earn).
4	0.13498101444150337	predict(test01055,trade).
5	0.13092147144762256	predict(test01055,money-fx).
6	0.10048340671749804	predict(test01055,interest).
7	0.0853206410167471	predict(test01055,grain).
# proved 1460	predict(test00645,X1)  #v:[?].	5 msec
1	0.16523936952280133	predict(test00645,ship).
2	0.16088004520249255	predict(test00645,acq).
3	0.14049422088968597	predict(test00645,earn).
4	0.13691475730640715	predict(test00645,trade).
5	0.11116671806971518	predict(test00645,grain).
6	0.10781542670528049	predict(test00645,crude).
7	0.08894550682161201	predict(test00645,money-fx).
8	0.08854395548200543	predict(test00645,interest).
# proved 1461	predict(test01085,X1)  #v:[?].	2 msec
1	1.0	predict(test01085,earn).
# proved 1462	predict(test02152,X1)  #v:[?].	3 msec
1	0.5551495378661754	predict(test02152,earn).
2	0.44485046213382456	predict(test02152,ship).
# proved 1463	predict(test02173,X1)  #v:[?].	5 msec
1	0.3386346777762622	predict(test02173,ship).
2	0.33249840646396067	predict(test02173,acq).
3	0.32886691575977717	predict(test02173,earn).
# proved 1464	predict(test02068,X1)  #v:[?].	3 msec
1	1.0	predict(test02068,earn).
# proved 1465	predict(test01430,X1)  #v:[?].	3 msec
1	0.25007285056225187	predict(test01430,earn).
2	0.1535801283277633	predict(test01430,trade).
3	0.14581043762346532	predict(test01430,money-fx).
4	0.14267580791133352	predict(test01430,interest).
5	0.13638238597845423	predict(test01430,crude).
6	0.10136347345546518	predict(test01430,grain).
7	0.0701149161412666	predict(test01430,acq).
# proved 1466	predict(test01413,X1)  #v:[?].	2 msec
1	0.6622517356926019	predict(test01413,earn).
2	0.2921962098727218	predict(test01413,trade).
3	0.04555205443467633	predict(test01413,money-fx).
# proved 1467	predict(test01397,X1)  #v:[?].	3 msec
1	0.4143012757834276	predict(test01397,earn).
2	0.38113138911711986	predict(test01397,ship).
3	0.20456733509945257	predict(test01397,interest).
# proved 1468	predict(test00337,X1)  #v:[?].	3 msec
1	0.3183552769333913	predict(test00337,acq).
2	0.3148462908509683	predict(test00337,ship).
3	0.24061368397841199	predict(test00337,earn).
4	0.12618474823722822	predict(test00337,trade).
# proved 1469	predict(test00919,X1)  #v:[?].	3 msec
1	0.5620981387972444	predict(test00919,earn).
2	0.43790186120275554	predict(test00919,ship).
# proved 1470	predict(test01923,X1)  #v:[?].	2 msec
1	1.0	predict(test01923,earn).
# proved 1471	predict(test00012,X1)  #v:[?].	9 msec
1	0.5022357709131421	predict(test00012,ship).
2	0.4433491484915532	predict(test00012,trade).
3	0.054415080595304754	predict(test00012,money-fx).
# proved 1472	predict(test01548,X1)  #v:[?].	1 msec
1	0.4366097083398694	predict(test01548,ship).
2	0.26898787429323046	predict(test01548,money-fx).
3	0.17125351106167766	predict(test01548,acq).
4	0.12314890630522252	predict(test01548,earn).
# proved 1473	predict(test01717,X1)  #v:[?].	4 msec
1	0.1774545481401936	predict(test01717,earn).
2	0.14802697788178526	predict(test01717,acq).
3	0.13848120157026117	predict(test01717,interest).
4	0.1301601038397523	predict(test01717,trade).
5	0.12934036922825454	predict(test01717,money-fx).
6	0.1263694350953173	predict(test01717,ship).
7	0.11339500058361757	predict(test01717,crude).
8	0.03677236366081833	predict(test01717,grain).
# proved 1474	predict(test01300,X1)  #v:[?].	5 msec
1	0.3640124088500814	predict(test01300,acq).
2	0.3614645300885795	predict(test01300,ship).
3	0.26387314928864936	predict(test01300,earn).
4	0.010649911772689766	predict(test01300,crude).
# proved 1475	predict(test01390,X1)  #v:[?].	9 msec
1	0.19410428152903578	predict(test01390,ship).
2	0.17675422235247637	predict(test01390,trade).
3	0.16239748305675614	predict(test01390,acq).
4	0.14148027294763182	predict(test01390,money-fx).
5	0.12054853525363657	predict(test01390,grain).
6	0.10902222030824563	predict(test01390,interest).
7	0.09569298455221774	predict(test01390,crude).
# proved 1476	predict(test00445,X1)  #v:[?].	4 msec
1	0.24002595690698275	predict(test00445,ship).
2	0.21823771250721063	predict(test00445,earn).
3	0.2161121258151257	predict(test00445,trade).
4	0.11844011571735441	predict(test00445,money-fx).
5	0.0879947092257549	predict(test00445,crude).
6	0.07917423615526338	predict(test00445,interest).
7	0.03989271037366016	predict(test00445,grain).
8	1.2243329864791185E-4	predict(test00445,acq).
# proved 1477	predict(test00934,X1)  #v:[?].	4 msec
1	0.3102939712507998	predict(test00934,acq).
2	0.2628043047504974	predict(test00934,ship).
3	0.2526872016402351	predict(test00934,earn).
4	0.10061971220250977	predict(test00934,money-fx).
5	0.073594810155958	predict(test00934,crude).
# proved 1478	predict(test00733,X1)  #v:[?].	2 msec
1	0.5666859588648915	predict(test00733,earn).
2	0.24645451116015218	predict(test00733,money-fx).
3	0.18685952997495636	predict(test00733,trade).
