# proved 1	predict(train00626,X1)  #v:[?].	352 msec
2	0.47880146239257837	predict(train02007,acq).
# proved 2628	predict(train04528,X1)  #v:[?].	2 msec
1	0.5375890726495305	predict(train04528,earn).
2	0.4624109273504695	predict(train04528,acq).
# proved 2629	predict(train02973,X1)  #v:[?].	8 msec
1	0.4821056894959213	predict(train02973,earn).
2	0.32908674068596555	predict(train02973,acq).
3	0.18880756981811328	predict(train02973,crude).
# proved 2630	predict(train05017,X1)  #v:[?].	2 msec
1	1.0	predict(train05017,earn).
# proved 2631	predict(train02549,X1)  #v:[?].	1 msec
1	0.47360577495044337	predict(train02549,earn).
2	0.38207694131060266	predict(train02549,interest).
3	0.14431728373895392	predict(train02549,money-fx).
# proved 2632	predict(train05450,X1)  #v:[?].	2 msec
1	1.0	predict(train05450,earn).
# proved 2633	predict(train01933,X1)  #v:[?].	8 msec
1	0.5144595295254314	predict(train01933,earn).
2	0.48554047047456866	predict(train01933,acq).
# proved 2634	predict(train02085,X1)  #v:[?].	9 msec
1	0.5256844691770838	predict(train02085,earn).
2	0.47431553082291633	predict(train02085,acq).
# proved 2635	predict(train01987,X1)  #v:[?].	3 msec
1	1.0	predict(train01987,earn).
# proved 2636	predict(train04969,X1)  #v:[?].	7 msec
1	0.5223965173342305	predict(train04969,earn).
2	0.4776034826657695	predict(train04969,acq).
# proved 2637	predict(train01162,X1)  #v:[?].	7 msec
1	0.51415099408444	predict(train01162,earn).
2	0.4858490059155599	predict(train01162,acq).
# proved 2638	predict(train00360,X1)  #v:[?].	5 msec
1	0.534348515113591	predict(train00360,earn).
2	0.4656514848864089	predict(train00360,acq).
# proved 2639	predict(train00529,X1)  #v:[?].	3 msec
1	1.0	predict(train00529,earn).
# proved 2640	predict(train02526,X1)  #v:[?].	4 msec
1	1.0	predict(train02526,earn).
# proved 2641	predict(train04324,X1)  #v:[?].	2 msec
1	1.0	predict(train04324,earn).
# proved 2642	predict(train01510,X1)  #v:[?].	10 msec
1	0.522509435220559	predict(train01510,earn).
2	0.477490564779441	predict(train01510,acq).
# proved 2643	predict(train03445,X1)  #v:[?].	2 msec
1	1.0	predict(train03445,earn).
# proved 2644	predict(train01460,X1)  #v:[?].	5 msec
1	0.5219268330689817	predict(train01460,earn).
2	0.4780731669310184	predict(train01460,acq).
# proved 2645	predict(train02592,X1)  #v:[?].	18 msec
1	0.5113874898478691	predict(train02592,earn).
2	0.488612510152131	predict(train02592,acq).
# proved 2646	predict(train03722,X1)  #v:[?].	16 msec
1	0.3088373564785999	predict(train03722,earn).
2	0.2606267804997168	predict(train03722,trade).
3	0.16705344785971393	predict(train03722,acq).
4	0.15019866627038822	predict(train03722,grain).
5	0.11328374889158126	predict(train03722,crude).
# proved 2647	predict(train02690,X1)  #v:[?].	3 msec
1	1.0	predict(train02690,earn).
# proved 2648	predict(train01622,X1)  #v:[?].	4 msec
1	0.526109760383452	predict(train01622,earn).
2	0.47389023961654797	predict(train01622,acq).
# proved 2649	predict(train04918,X1)  #v:[?].	4 msec
1	0.6789568450490082	predict(train04918,earn).
2	0.3210431549509918	predict(train04918,acq).
# proved 2650	predict(train03632,X1)  #v:[?].	3 msec
1	1.0	predict(train03632,earn).
# proved 2651	predict(train04617,X1)  #v:[?].	12 msec
1	0.3870578647471387	predict(train04617,earn).
2	0.33216186057802716	predict(train04617,trade).
3	0.1459271878725655	predict(train04617,ship).
4	0.1348530868022686	predict(train04617,grain).
# proved 2652	predict(train04657,X1)  #v:[?].	4 msec
1	1.0	predict(train04657,earn).
# proved 2653	predict(train00859,X1)  #v:[?].	4 msec
1	1.0	predict(train00859,earn).
# proved 2654	predict(train04551,X1)  #v:[?].	5 msec
1	0.5317314711967434	predict(train04551,earn).
2	0.4682685288032566	predict(train04551,acq).
# proved 2655	predict(train04182,X1)  #v:[?].	2 msec
1	1.0	predict(train04182,earn).
# proved 2656	predict(train02861,X1)  #v:[?].	4 msec
1	0.5720114300183029	predict(train02861,earn).
2	0.4279885699816971	predict(train02861,acq).
# proved 2657	predict(train00802,X1)  #v:[?].	6 msec
1	0.5282842256611483	predict(train00802,earn).
2	0.47171577433885176	predict(train00802,crude).
# proved 2658	predict(train03355,X1)  #v:[?].	3 msec
1	1.0	predict(train03355,earn).
# proved 2659	predict(train04241,X1)  #v:[?].	22 msec
1	0.34538205183239307	predict(train04241,earn).
2	0.2821343683720963	predict(train04241,trade).
3	0.23625661545413512	predict(train04241,crude).
4	0.1362269643413754	predict(train04241,acq).
# proved 2660	predict(train01586,X1)  #v:[?].	4 msec
1	1.0	predict(train01586,earn).
# proved 2661	predict(train02028,X1)  #v:[?].	22 msec
1	0.3661655031055326	predict(train02028,earn).
2	0.2850915784921604	predict(train02028,money-fx).
3	0.23517759326730514	predict(train02028,acq).
4	0.11356532513500187	predict(train02028,interest).
# proved 2662	predict(train05321,X1)  #v:[?].	4 msec
1	1.0	predict(train05321,earn).
# proved 2663	predict(train02920,X1)  #v:[?].	3 msec
1	1.0	predict(train02920,earn).
# proved 2664	predict(train05257,X1)  #v:[?].	21 msec
1	0.403997329550223	predict(train05257,earn).
2	0.31613155564252865	predict(train05257,money-fx).
3	0.20413376823932447	predict(train05257,interest).
4	0.07573734656792383	predict(train05257,grain).
# proved 2665	predict(train00545,X1)  #v:[?].	8 msec
1	0.38231206821153496	predict(train00545,earn).
2	0.3177787875500757	predict(train00545,trade).
3	0.29990914423838944	predict(train00545,acq).
# proved 2666	predict(train01464,X1)  #v:[?].	4 msec
1	1.0	predict(train01464,earn).
# proved 2667	predict(train04973,X1)  #v:[?].	2 msec
1	1.0	predict(train04973,acq).
# proved 2668	predict(train01302,X1)  #v:[?].	6 msec
1	0.5380387350032686	predict(train01302,earn).
2	0.4619612649967314	predict(train01302,acq).
# proved 2669	predict(train04888,X1)  #v:[?].	2 msec
1	0.350904166423788	predict(train04888,earn).
2	0.23790166555931597	predict(train04888,acq).
3	0.2316764843528927	predict(train04888,money-fx).
4	0.1795176836640034	predict(train04888,interest).
# proved 2670	predict(train01795,X1)  #v:[?].	4 msec
1	1.0	predict(train01795,earn).
# proved 2671	predict(train01105,X1)  #v:[?].	2 msec
1	1.0	predict(train01105,earn).
# proved 2672	predict(train02906,X1)  #v:[?].	3 msec
1	1.0	predict(train02906,earn).
# proved 2673	predict(train02222,X1)  #v:[?].	2 msec
1	1.0	predict(train02222,earn).
# proved 2674	predict(train03816,X1)  #v:[?].	4 msec
1	0.40345577316132525	predict(train03816,earn).
2	0.3224389206952881	predict(train03816,money-fx).
3	0.27410530614338663	predict(train03816,interest).
# proved 2675	predict(train01961,X1)  #v:[?].	2 msec
1	1.0	predict(train01961,earn).
# proved 2676	predict(train02067,X1)  #v:[?].	3 msec
1	0.5234708451891352	predict(train02067,earn).
2	0.4765291548108647	predict(train02067,acq).
# proved 2677	predict(train01134,X1)  #v:[?].	5 msec
1	0.5345520940211552	predict(train01134,earn).
2	0.4654479059788448	predict(train01134,crude).
# proved 2678	predict(train00848,X1)  #v:[?].	2 msec
1	1.0	predict(train00848,trade).
# proved 2679	predict(train00987,X1)  #v:[?].	13 msec
1	0.5286669022664858	predict(train00987,earn).
2	0.47133309773351423	predict(train00987,acq).
# proved 2680	predict(train04844,X1)  #v:[?].	6 msec
1	1.0	predict(train04844,earn).
# proved 2681	predict(train03284,X1)  #v:[?].	3 msec
1	1.0	predict(train03284,earn).
# proved 2682	predict(train04462,X1)  #v:[?].	3 msec
1	1.0	predict(train04462,earn).
# proved 2683	predict(train04970,X1)  #v:[?].	4 msec
1	0.5191167381290926	predict(train04970,earn).
2	0.4808832618709073	predict(train04970,acq).
# proved 2684	predict(train04233,X1)  #v:[?].	6 msec
1	0.3700622625127478	predict(train04233,earn).
2	0.3004922231924201	predict(train04233,interest).
3	0.2684888576471085	predict(train04233,money-fx).
4	0.060956656647723616	predict(train04233,crude).
# proved 2685	predict(train01294,X1)  #v:[?].	6 msec
1	0.49483186424685505	predict(train01294,earn).
2	0.3993721200165979	predict(train01294,acq).
3	0.10579601573654708	predict(train01294,crude).
# proved 2686	predict(train02632,X1)  #v:[?].	2 msec
1	1.0	predict(train02632,earn).
# proved 2687	predict(train04691,X1)  #v:[?].	17 msec
1	0.3264819862411987	predict(train04691,earn).
2	0.25026927928848514	predict(train04691,trade).
3	0.21863944415614142	predict(train04691,money-fx).
4	0.17683823114996358	predict(train04691,acq).
5	0.02777105916421115	predict(train04691,interest).
# proved 2688	predict(train04143,X1)  #v:[?].	3 msec
1	0.4389210280358338	predict(train04143,earn).
2	0.3910368403918153	predict(train04143,acq).
3	0.17004213157235099	predict(train04143,interest).
# proved 2689	predict(train00137,X1)  #v:[?].	3 msec
1	0.4776959767183697	predict(train00137,earn).
2	0.3988767869572151	predict(train00137,acq).
3	0.12342723632441514	predict(train00137,money-fx).
# proved 2690	predict(train02580,X1)  #v:[?].	4 msec
1	1.0	predict(train02580,earn).
# proved 2691	predict(train02431,X1)  #v:[?].	4 msec
1	0.6658945438074274	predict(train02431,earn).
2	0.3341054561925726	predict(train02431,acq).
# proved 2692	predict(train00120,X1)  #v:[?].	17 msec
1	0.5196077543026858	predict(train00120,earn).
2	0.48039224569731426	predict(train00120,acq).
# proved 2693	predict(train05208,X1)  #v:[?].	2 msec
1	1.0	predict(train05208,earn).
# proved 2694	predict(train01414,X1)  #v:[?].	5 msec
1	0.7492156853663333	predict(train01414,earn).
2	0.22123659892774178	predict(train01414,acq).
3	0.029547715705924953	predict(train01414,interest).
# proved 2695	predict(train04075,X1)  #v:[?].	2 msec
1	0.5165293373702153	predict(train04075,acq).
2	0.4834706626297848	predict(train04075,earn).
# proved 2696	predict(train02353,X1)  #v:[?].	3 msec
1	1.0	predict(train02353,earn).
# proved 2697	predict(train00164,X1)  #v:[?].	3 msec
1	0.8300864838644413	predict(train00164,crude).
2	0.10504162162448635	predict(train00164,interest).
3	0.06487189451107231	predict(train00164,earn).
# proved 2698	predict(train01094,X1)  #v:[?].	8 msec
1	0.5147496297638026	predict(train01094,earn).
2	0.48525037023619744	predict(train01094,acq).
# proved 2699	predict(train00603,X1)  #v:[?].	4 msec
1	1.0	predict(train00603,earn).
# proved 2700	predict(train02179,X1)  #v:[?].	2 msec
1	0.6461439162068959	predict(train02179,earn).
2	0.3538560837931042	predict(train02179,crude).
# proved 2701	predict(train00001,X1)  #v:[?].	4 msec
1	0.5577718141431341	predict(train00001,earn).
2	0.4422281858568659	predict(train00001,acq).
# proved 2702	predict(train03745,X1)  #v:[?].	1 msec
1	0.43406983834103086	predict(train03745,earn).
2	0.35071771867597745	predict(train03745,interest).
3	0.21521244298299164	predict(train03745,money-fx).
# proved 2703	predict(train02699,X1)  #v:[?].	5 msec
1	0.5093854465537195	predict(train02699,earn).
2	0.4906145534462804	predict(train02699,acq).
# proved 2704	predict(train00438,X1)  #v:[?].	3 msec
1	1.0	predict(train00438,earn).
# proved 2705	predict(train00785,X1)  #v:[?].	7 msec
1	0.6619585345230092	predict(train00785,earn).
2	0.3380414654769908	predict(train00785,acq).
# proved 2706	predict(train03667,X1)  #v:[?].	7 msec
1	0.5589576643927693	predict(train03667,earn).
2	0.44104233560723066	predict(train03667,acq).
# proved 2707	predict(train01289,X1)  #v:[?].	8 msec
1	0.5169059844290969	predict(train01289,earn).
2	0.48309401557090303	predict(train01289,acq).
# proved 2708	predict(train01370,X1)  #v:[?].	2 msec
1	0.46870573965870505	predict(train01370,earn).
2	0.3961722030897368	predict(train01370,acq).
3	0.13512205725155826	predict(train01370,crude).
# proved 2709	predict(train04082,X1)  #v:[?].	10 msec
1	0.44537283563078356	predict(train04082,earn).
2	0.3080452984769486	predict(train04082,crude).
3	0.2465818658922679	predict(train04082,acq).
# proved 2710	predict(train05358,X1)  #v:[?].	2 msec
1	1.0	predict(train05358,earn).
# proved 2711	predict(train03554,X1)  #v:[?].	9 msec
1	0.3587212078947882	predict(train03554,earn).
2	0.2816367522852499	predict(train03554,ship).
3	0.20328815031160252	predict(train03554,crude).
4	0.14150421673171132	predict(train03554,acq).
5	0.014849672776647931	predict(train03554,grain).
# proved 2712	predict(train00145,X1)  #v:[?].	7 msec
1	0.5269008954456846	predict(train00145,earn).
2	0.4730991045543153	predict(train00145,acq).
# proved 2713	predict(train02976,X1)  #v:[?].	2 msec
1	1.0	predict(train02976,earn).
# proved 2714	predict(train04299,X1)  #v:[?].	9 msec
1	0.3784159844437068	predict(train04299,earn).
2	0.3223996210713824	predict(train04299,trade).
3	0.1936932360587108	predict(train04299,acq).
4	0.10549115842619997	predict(train04299,ship).
# proved 2715	predict(train02892,X1)  #v:[?].	6 msec
1	0.5259818514629999	predict(train02892,earn).
2	0.47401814853700003	predict(train02892,acq).
# proved 2716	predict(train00518,X1)  #v:[?].	4 msec
1	0.5129724637313713	predict(train00518,earn).
2	0.48702753626862877	predict(train00518,acq).
# proved 2717	predict(train00685,X1)  #v:[?].	3 msec
1	1.0	predict(train00685,earn).
# proved 2718	predict(train04023,X1)  #v:[?].	8 msec
1	0.6369090120852573	predict(train04023,earn).
2	0.3630909879147427	predict(train04023,acq).
# proved 2719	predict(train02536,X1)  #v:[?].	13 msec
1	0.5259321278936488	predict(train02536,earn).
2	0.47406787210635126	predict(train02536,acq).
# proved 2720	predict(train02522,X1)  #v:[?].	1 msec
1	1.0	predict(train02522,earn).
# proved 2721	predict(train04793,X1)  #v:[?].	5 msec
1	0.5367595423511342	predict(train04793,earn).
2	0.46324045764886584	predict(train04793,acq).
# proved 2722	predict(train05311,X1)  #v:[?].	4 msec
1	0.521720356993841	predict(train05311,earn).
2	0.47827964300615894	predict(train05311,acq).
# proved 2723	predict(train05185,X1)  #v:[?].	4 msec
1	0.5315270596182725	predict(train05185,earn).
2	0.4684729403817275	predict(train05185,acq).
# proved 2724	predict(train03323,X1)  #v:[?].	2 msec
1	0.39264204695618693	predict(train03323,interest).
2	0.32437862816730134	predict(train03323,money-fx).
3	0.2371016676759199	predict(train03323,acq).
4	0.04587765720059183	predict(train03323,crude).
# proved 2725	predict(train00354,X1)  #v:[?].	2 msec
1	1.0	predict(train00354,earn).
# proved 2726	predict(train02857,X1)  #v:[?].	3 msec
1	1.0	predict(train02857,earn).
# proved 2727	predict(train04611,X1)  #v:[?].	3 msec
1	1.0	predict(train04611,earn).
# proved 2728	predict(train00116,X1)  #v:[?].	6 msec
1	0.5358716495016547	predict(train00116,earn).
2	0.4641283504983454	predict(train00116,crude).
# proved 2729	predict(train02532,X1)  #v:[?].	6 msec
1	0.51652779879	predict(train02532,earn).
2	0.4834722012099999	predict(train02532,acq).
# proved 2730	predict(train01753,X1)  #v:[?].	2 msec
1	1.0	predict(train01753,earn).
# proved 2731	predict(train02882,X1)  #v:[?].	3 msec
1	1.0	predict(train02882,earn).
# proved 2732	predict(train03907,X1)  #v:[?].	3 msec
1	1.0	predict(train03907,earn).
# proved 2733	predict(train00673,X1)  #v:[?].	2 msec
1	1.0	predict(train00673,earn).
# proved 2734	predict(train01013,X1)  #v:[?].	2 msec
1	1.0	predict(train01013,earn).
# proved 2735	predict(train03843,X1)  #v:[?].	3 msec
1	1.0	predict(train03843,acq).
# proved 2736	predict(train03301,X1)  #v:[?].	5 msec
1	1.0	predict(train03301,earn).
# proved 2737	predict(train05006,X1)  #v:[?].	2 msec
1	1.0	predict(train05006,earn).
# proved 2738	predict(train03975,X1)  #v:[?].	3 msec
1	1.0	predict(train03975,earn).
# proved 2739	predict(train00184,X1)  #v:[?].	2 msec
1	1.0	predict(train00184,earn).
# proved 2740	predict(train00114,X1)  #v:[?].	6 msec
1	0.4436446074435687	predict(train00114,earn).
2	0.389143558215811	predict(train00114,crude).
3	0.16721183434062015	predict(train00114,trade).
# proved 2741	predict(train04941,X1)  #v:[?].	3 msec
1	1.0	predict(train04941,earn).
# proved 2742	predict(train05203,X1)  #v:[?].	5 msec
1	0.5786933739395761	predict(train05203,earn).
2	0.42130662606042385	predict(train05203,acq).
# proved 2743	predict(train01950,X1)  #v:[?].	5 msec
1	0.5453333566057872	predict(train01950,earn).
2	0.4546666433942128	predict(train01950,trade).
# proved 2744	predict(train04448,X1)  #v:[?].	5 msec
1	1.0	predict(train04448,earn).
# proved 2745	predict(train03900,X1)  #v:[?].	10 msec
1	0.5148172043609711	predict(train03900,earn).
2	0.48518279563902894	predict(train03900,acq).
# proved 2746	predict(train02895,X1)  #v:[?].	7 msec
1	0.33132171761586676	predict(train02895,earn).
2	0.2490318285293081	predict(train02895,acq).
3	0.22711343396606323	predict(train02895,ship).
4	0.19253301988876192	predict(train02895,crude).
# proved 2747	predict(train04974,X1)  #v:[?].	14 msec
1	0.5163436468396385	predict(train04974,earn).
2	0.4836563531603614	predict(train04974,acq).
# proved 2748	predict(train03641,X1)  #v:[?].	2 msec
1	1.0	predict(train03641,earn).
# proved 2749	predict(train03602,X1)  #v:[?].	2 msec
1	1.0	predict(train03602,earn).
# proved 2750	predict(train04775,X1)  #v:[?].	3 msec
1	1.0	predict(train04775,earn).
# proved 2751	predict(train01477,X1)  #v:[?].	6 msec
1	0.563375085718119	predict(train01477,earn).
2	0.4366249142818809	predict(train01477,acq).
# proved 2752	predict(train01041,X1)  #v:[?].	4 msec
1	1.0	predict(train01041,earn).
# proved 2753	predict(train01056,X1)  #v:[?].	2 msec
1	0.38288795453766206	predict(train01056,earn).
2	0.31594246915780777	predict(train01056,acq).
3	0.30116957630453023	predict(train01056,crude).
# proved 2754	predict(train03433,X1)  #v:[?].	2 msec
1	0.5688660476978498	predict(train03433,earn).
2	0.43113395230215024	predict(train03433,acq).
# proved 2755	predict(train01868,X1)  #v:[?].	2 msec
1	0.5533150594532446	predict(train01868,earn).
2	0.4466849405467555	predict(train01868,money-fx).
